Year,Sport,Event,NOC,Bronze,Gold,Silver
2008,Weightlifting,Weightlifting Women's Heavyweight,RUS,Russia,Data Missing,Data Missing
2008,Weightlifting,Weightlifting Women's Light-Heavyweight,CHN,Data Missing,China,Data Missing
2008,Weightlifting,Weightlifting Women's Light-Heavyweight,RUS,Data Missing,Data Missing,Russia
2008,Weightlifting,Weightlifting Women's Light-Heavyweight,UKR,Ukraine,Data Missing,Data Missing
2008,Weightlifting,Weightlifting Women's Lightweight,CHN,Data Missing,China,Data Missing
2008,Weightlifting,Weightlifting Women's Lightweight,PRK,North Korea,Data Missing,Data Missing
2008,Weightlifting,Weightlifting Women's Lightweight,RUS,Data Missing,Data Missing,Russia
2008,Weightlifting,Weightlifting Women's Middleweight,KAZ,Data Missing,Data Missing,Kazakhstan
2008,Weightlifting,Weightlifting Women's Middleweight,PRK,Data Missing,North Korea,Data Missing
2008,Weightlifting,Weightlifting Women's Middleweight,TPE,Taiwan,Data Missing,Data Missing
2008,Weightlifting,Weightlifting Women's Super-Heavyweight,KAZ,Kazakhstan,Data Missing,Data Missing
2008,Weightlifting,Weightlifting Women's Super-Heavyweight,KOR,Data Missing,South Korea,Data Missing
2008,Weightlifting,Weightlifting Women's Super-Heavyweight,UKR,Data Missing,Data Missing,Ukraine
2008,Wrestling,"Wrestling Men's Featherweight, Freestyle",BUL,Bulgaria,Data Missing,Data Missing
2008,Wrestling,"Wrestling Men's Featherweight, Freestyle",JPN,Data Missing,Data Missing,Japan
2008,Wrestling,"Wrestling Men's Featherweight, Freestyle",RUS,Russia,Data Missing,Data Missing
2008,Wrestling,"Wrestling Men's Featherweight, Freestyle",USA,Data Missing,USA,Data Missing
2008,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",ARM,Armenia,Data Missing,Data Missing
2008,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",AZE,Data Missing,Data Missing,Azerbaijan
2008,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",KOR,South Korea,Data Missing,Data Missing
2008,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",RUS,Data Missing,Russia,Data Missing
2008,Wrestling,"Wrestling Men's Heavyweight, Freestyle",AZE,Azerbaijan,Data Missing,Data Missing
2008,Wrestling,"Wrestling Men's Heavyweight, Freestyle",GEO,Georgia,Data Missing,Data Missing
2008,Wrestling,"Wrestling Men's Heavyweight, Freestyle",KAZ,Data Missing,Data Missing,Kazakhstan
2008,Wrestling,"Wrestling Men's Heavyweight, Freestyle",RUS,Data Missing,Russia,Data Missing
2008,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",GER,Data Missing,Data Missing,Germany
2008,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",KAZ,Kazakhstan,Data Missing,Data Missing
2008,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",RUS,Data Missing,Russia,Data Missing
2008,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",USA,USA,Data Missing,Data Missing
2008,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",GEO,Data Missing,Georgia,Data Missing
2008,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",RUS,Russia,Data Missing,Data Missing
2008,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",TJK,Data Missing,Data Missing,Tajikistan
2008,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",UKR,Ukraine,Data Missing,Data Missing
2008,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",HUN,Data Missing,Data Missing,Hungary
2008,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",ITA,Data Missing,Italy,Data Missing
2008,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",TUR,Turkey,Data Missing,Data Missing
2008,Wrestling,"Wrestling Men's Lightweight, Freestyle",IRI,Iran,Data Missing,Data Missing
2008,Wrestling,"Wrestling Men's Lightweight, Freestyle",JPN,Japan,Data Missing,Data Missing
2008,Wrestling,"Wrestling Men's Lightweight, Freestyle",RUS,Data Missing,Russia,Data Missing
2008,Wrestling,"Wrestling Men's Lightweight, Freestyle",UKR,Data Missing,Data Missing,Ukraine
2008,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",AZE,Data Missing,Data Missing,Azerbaijan
2008,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",KAZ,Kazakhstan,Data Missing,Data Missing
2008,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",KGZ,Kyrgyzstan,Data Missing,Data Missing
2008,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",RUS,Data Missing,Russia,Data Missing
2008,Wrestling,"Wrestling Men's Middleweight, Freestyle",BLR,Belarus,Data Missing,Data Missing
2008,Wrestling,"Wrestling Men's Middleweight, Freestyle",BUL,Bulgaria,Data Missing,Data Missing
2008,Wrestling,"Wrestling Men's Middleweight, Freestyle",RUS,Data Missing,Russia,Data Missing
2008,Wrestling,"Wrestling Men's Middleweight, Freestyle",UZB,Data Missing,Data Missing,Uzbekistan
2008,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",BUL,Bulgaria,Data Missing,Data Missing
2008,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",CHN,Data Missing,Data Missing,China
2008,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",FRA,France,Data Missing,Data Missing
2008,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",GEO,Data Missing,Georgia,Data Missing
2008,Wrestling,"Wrestling Men's Super-Heavyweight, Freestyle",KAZ,Kazakhstan,Data Missing,Data Missing
2008,Wrestling,"Wrestling Men's Super-Heavyweight, Freestyle",RUS,Data Missing,Data Missing,Russia
2008,Wrestling,"Wrestling Men's Super-Heavyweight, Freestyle",SVK,Slovakia,Data Missing,Data Missing
2008,Wrestling,"Wrestling Men's Super-Heavyweight, Freestyle",UZB,Data Missing,Uzbekistan,Data Missing
2008,Wrestling,"Wrestling Men's Super-Heavyweight, Greco-Roman",ARM,Armenia,Data Missing,Data Missing
2008,Wrestling,"Wrestling Men's Super-Heavyweight, Greco-Roman",CUB,Data Missing,Cuba,Data Missing
2008,Wrestling,"Wrestling Men's Super-Heavyweight, Greco-Roman",LTU,Lithuania,Data Missing,Data Missing
2008,Wrestling,"Wrestling Men's Super-Heavyweight, Greco-Roman",RUS,Data Missing,Data Missing,Russia
2008,Wrestling,"Wrestling Men's Welterweight, Freestyle",GEO,Georgia,Data Missing,Data Missing
2008,Wrestling,"Wrestling Men's Welterweight, Freestyle",IND,India,Data Missing,Data Missing
2008,Wrestling,"Wrestling Men's Welterweight, Freestyle",TUR,Data Missing,Turkey,Data Missing
2008,Wrestling,"Wrestling Men's Welterweight, Freestyle",UKR,Data Missing,Data Missing,Ukraine
2008,Wrestling,"Wrestling Men's Welterweight, Greco-Roman",BLR,Belarus,Data Missing,Data Missing
2008,Wrestling,"Wrestling Men's Welterweight, Greco-Roman",FRA,Data Missing,France,Data Missing
2008,Wrestling,"Wrestling Men's Welterweight, Greco-Roman",KGZ,Data Missing,Data Missing,Kyrgyzstan
2008,Wrestling,"Wrestling Men's Welterweight, Greco-Roman",UKR,Ukraine,Data Missing,Data Missing
2008,Wrestling,"Wrestling Women's Flyweight, Freestyle",AZE,Azerbaijan,Data Missing,Data Missing
2008,Wrestling,"Wrestling Women's Flyweight, Freestyle",CAN,Data Missing,Canada,Data Missing
2008,Wrestling,"Wrestling Women's Flyweight, Freestyle",JPN,Data Missing,Data Missing,Japan
2008,Wrestling,"Wrestling Women's Flyweight, Freestyle",UKR,Ukraine,Data Missing,Data Missing
2008,Wrestling,"Wrestling Women's Heavyweight, Freestyle",BUL,Data Missing,Data Missing,Bulgaria
2008,Wrestling,"Wrestling Women's Heavyweight, Freestyle",CHN,Data Missing,China,Data Missing
2008,Wrestling,"Wrestling Women's Heavyweight, Freestyle",JPN,Japan,Data Missing,Data Missing
2008,Wrestling,"Wrestling Women's Heavyweight, Freestyle",POL,Poland,Data Missing,Data Missing
2008,Wrestling,"Wrestling Women's Lightweight, Freestyle",CAN,Canada,Data Missing,Data Missing
2008,Wrestling,"Wrestling Women's Lightweight, Freestyle",CHN,Data Missing,Data Missing,China
2008,Wrestling,"Wrestling Women's Lightweight, Freestyle",COL,Colombia,Data Missing,Data Missing
2008,Wrestling,"Wrestling Women's Lightweight, Freestyle",JPN,Data Missing,Japan,Data Missing
2008,Wrestling,"Wrestling Women's Middleweight, Freestyle",JPN,Data Missing,Japan,Data Missing
2008,Wrestling,"Wrestling Women's Middleweight, Freestyle",KAZ,Kazakhstan,Data Missing,Data Missing
2008,Wrestling,"Wrestling Women's Middleweight, Freestyle",RUS,Data Missing,Data Missing,Russia
2008,Wrestling,"Wrestling Women's Middleweight, Freestyle",USA,USA,Data Missing,Data Missing
2012,Archery,Archery Men's Individual,CHN,China,Data Missing,Data Missing
2012,Archery,Archery Men's Individual,JPN,Data Missing,Data Missing,Japan
